,online_order,book_table,rate,votes,location,restrofacility,cuisines,cost for two,restro type,outlet location
44793,0,0,0.0,0,other,Quick Bites,other,350,Dine-out,Rajajinagar
44794,0,0,0.0,0,other,other,other,400,Dine-out,Rajajinagar
44795,0,0,2.9,16,other,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,Rajajinagar
44796,1,0,3.2,4,other,Quick Bites,other,250,Dine-out,Rajajinagar
44797,1,0,3.2,4,other,Quick Bites,other,600,Dine-out,Rajajinagar
44798,1,0,3.9,185,other,Quick Bites,other,450,Dine-out,Rajajinagar
44799,0,0,3.1,49,other,other,other,800,Dine-out,Rajajinagar
44800,0,0,3.6,101,other,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Rajajinagar
44801,0,0,2.8,26,other,Quick Bites,other,350,Dine-out,Rajajinagar
44802,0,0,3.5,13,other,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Rajajinagar
44803,1,0,2.7,72,other,other,other,550,Dine-out,Rajajinagar
44804,0,0,3.4,11,other,Quick Bites,"North Indian, South Indian",300,Dine-out,Rajajinagar
44805,0,0,3.1,12,other,Quick Bites,other,300,Dine-out,Rajajinagar
44806,0,0,0.0,0,other,Quick Bites,Fast Food,200,Dine-out,Rajajinagar
44807,0,0,0.0,0,other,Quick Bites,"North Indian, Chinese, Biryani",450,Dine-out,Rajajinagar
44808,0,0,0.0,0,other,Quick Bites,South Indian,200,Dine-out,Rajajinagar
44809,0,0,0.0,0,other,Quick Bites,North Indian,200,Dine-out,Rajajinagar
44810,1,0,3.3,5,other,Quick Bites,other,300,Dine-out,Rajajinagar
44811,1,0,0.0,0,other,Quick Bites,"North Indian, South Indian",250,Dine-out,Rajajinagar
44812,1,0,3.4,7,other,Quick Bites,South Indian,300,Dine-out,Rajajinagar
44813,0,0,3.1,6,other,Quick Bites,Biryani,250,Dine-out,Rajajinagar
44814,0,0,3.5,7,other,Quick Bites,other,200,Dine-out,Rajajinagar
44815,0,0,3.6,20,other,Quick Bites,South Indian,150,Dine-out,Rajajinagar
44816,0,0,0.0,0,other,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Rajajinagar
44817,0,0,3.4,7,other,Quick Bites,South Indian,80,Dine-out,Rajajinagar
44818,0,0,3.0,6,other,Quick Bites,"South Indian, North Indian",150,Dine-out,Rajajinagar
44819,0,0,2.8,28,other,Quick Bites,other,300,Dine-out,Rajajinagar
44820,0,0,3.5,14,other,Quick Bites,other,150,Dine-out,Rajajinagar
44821,0,0,2.6,30,other,Quick Bites,other,500,Dine-out,Rajajinagar
44822,0,0,0.0,0,other,Quick Bites,"South Indian, North Indian",150,Dine-out,Rajajinagar
44823,0,0,0.0,0,other,Quick Bites,"North Indian, Chinese, Biryani",350,Dine-out,Rajajinagar
44824,0,0,3.2,5,other,Quick Bites,"North Indian, Chinese",300,Dine-out,Rajajinagar
44825,0,0,3.232387726934919,0,other,Quick Bites,other,250,Dine-out,Rajajinagar
44826,0,0,3.3,9,other,Quick Bites,Biryani,200,Dine-out,Rajajinagar
44827,0,0,0.0,0,other,Quick Bites,North Indian,300,Dine-out,Rajajinagar
44828,0,0,3.3,12,other,Casual Dining,"North Indian, South Indian, Chinese",800,Dine-out,Rajajinagar
44829,0,0,3.1,8,other,Quick Bites,other,500,Dine-out,Rajajinagar
44830,0,0,2.7,43,other,other,other,150,Dine-out,Rajajinagar
44831,0,0,3.3,20,other,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,Rajajinagar
44832,1,0,3.3,4,other,Quick Bites,other,200,Dine-out,Rajajinagar
44833,1,0,3.9,291,other,other,other,300,Dine-out,Rajajinagar
44834,1,0,2.7,24,other,other,other,400,Dine-out,Rajajinagar
44835,0,0,2.7,21,other,Quick Bites,Fast Food,300,Dine-out,Rajajinagar
44836,1,0,2.7,25,other,other,other,700,Dine-out,Rajajinagar
44837,0,0,3.4,11,other,other,"North Indian, South Indian",800,Dine-out,Rajajinagar
44838,0,0,3.0,10,other,Quick Bites,Biryani,200,Dine-out,Rajajinagar
44839,0,0,2.8,270,other,other,other,500,Dine-out,Rajajinagar
44840,0,1,3.9,96,other,other,other,1200,Drinks & nightlife,Rajajinagar
44841,0,1,4.3,1103,other,other,other,1650,Drinks & nightlife,Rajajinagar
44842,0,0,3.2,97,other,other,"North Indian, South Indian, Chinese",1000,Drinks & nightlife,Rajajinagar
44843,0,0,3.6,23,other,"Casual Dining, Bar",other,1200,Drinks & nightlife,Rajajinagar
44844,0,1,4.1,4781,other,other,other,2600,Drinks & nightlife,Rajajinagar
44845,0,0,4.3,2324,other,other,other,1800,Drinks & nightlife,Rajajinagar
44846,1,0,4.2,1734,other,other,other,1400,Drinks & nightlife,Rajajinagar
44847,0,0,4.0,777,other,other,other,1400,Drinks & nightlife,Rajajinagar
44848,1,1,4.2,471,other,"Casual Dining, Bar",other,1200,Drinks & nightlife,Rajajinagar
44849,0,0,4.1,742,other,other,other,1500,Drinks & nightlife,Rajajinagar
44850,0,1,4.1,405,other,other,other,1500,Drinks & nightlife,Rajajinagar
44851,1,1,4.1,664,other,other,other,1100,Drinks & nightlife,Rajajinagar
44852,0,1,3.7,96,other,other,other,1100,Drinks & nightlife,Rajajinagar
44853,1,0,3.7,174,other,"Casual Dining, Bar",other,800,Drinks & nightlife,Rajajinagar
44854,0,1,3.7,77,other,other,other,2000,Drinks & nightlife,Rajajinagar
44855,0,0,2.9,35,other,"Casual Dining, Bar",other,800,Drinks & nightlife,Rajajinagar
44856,0,0,3.4,10,other,other,other,900,Drinks & nightlife,Rajajinagar
44857,0,0,3.3,8,other,other,other,1000,Drinks & nightlife,Rajajinagar
44858,0,0,3.6,27,other,other,other,1000,Drinks & nightlife,Rajajinagar
44859,0,0,3.4,11,other,other,"North Indian, South Indian",800,Drinks & nightlife,Rajajinagar
44860,0,1,3.9,96,other,other,other,1200,Pubs and bars,Rajajinagar
44861,0,1,4.3,1103,other,other,other,1650,Pubs and bars,Rajajinagar
44862,1,1,4.6,2423,other,"Casual Dining, Bar",other,1100,Pubs and bars,Rajajinagar
44863,0,1,4.0,617,other,other,other,1800,Pubs and bars,Rajajinagar
44864,0,0,4.0,930,other,"Casual Dining, Bar",other,800,Pubs and bars,Rajajinagar
44865,0,0,3.7,103,other,"Casual Dining, Bar",other,900,Pubs and bars,Rajajinagar
44866,0,0,3.4,10,other,other,other,1800,Pubs and bars,Rajajinagar
44867,0,0,3.4,8,other,"Casual Dining, Bar","North Indian, South Indian, Chinese",800,Pubs and bars,Rajajinagar
44868,0,0,4.0,84,other,"Casual Dining, Bar",other,1200,Pubs and bars,Rajajinagar
44869,1,1,3.1,405,other,"Casual Dining, Bar",other,800,Pubs and bars,Rajajinagar
44870,0,0,3.6,23,other,"Casual Dining, Bar",other,1200,Pubs and bars,Rajajinagar
44871,1,1,4.8,6470,other,"Casual Dining, Bar",other,1400,Pubs and bars,Rajajinagar
44872,1,0,4.2,1734,other,other,other,1400,Pubs and bars,Rajajinagar
44873,0,1,4.2,167,other,other,other,1400,Pubs and bars,Rajajinagar
44874,1,1,4.2,471,other,"Casual Dining, Bar",other,1200,Pubs and bars,Rajajinagar
44875,0,0,4.1,742,other,other,other,1500,Pubs and bars,Rajajinagar
44876,1,1,4.1,664,other,other,other,1100,Pubs and bars,Rajajinagar
44877,0,1,3.7,96,other,other,other,1100,Pubs and bars,Rajajinagar
44878,1,0,3.7,174,other,"Casual Dining, Bar",other,800,Pubs and bars,Rajajinagar
44879,0,1,3.7,77,other,other,other,2000,Pubs and bars,Rajajinagar
44880,0,0,2.9,35,other,"Casual Dining, Bar",other,800,Pubs and bars,Rajajinagar
44881,0,0,3.4,10,other,other,other,900,Pubs and bars,Rajajinagar
44882,0,0,3.6,27,other,other,other,1000,Pubs and bars,Rajajinagar
44883,0,0,3.4,11,other,other,"North Indian, South Indian",800,Pubs and bars,Rajajinagar
44884,1,1,3.8,203,other,Casual Dining,other,1200,Buffet,Residency Road
44885,1,1,4.2,4752,other,Casual Dining,other,1500,Buffet,Residency Road
44886,0,0,4.1,1015,other,Casual Dining,other,500,Buffet,Residency Road
44887,0,1,4.3,620,other,other,other,3400,Buffet,Residency Road
44888,0,1,3.9,312,other,other,other,2000,Buffet,Residency Road
44889,0,1,4.0,103,other,Casual Dining,North Indian,1900,Buffet,Residency Road
44890,0,1,4.5,2219,other,Casual Dining,other,1800,Buffet,Residency Road
44891,1,1,4.3,3152,other,Casual Dining,"North Indian, South Indian",1500,Buffet,Residency Road
44892,0,1,4.4,2143,other,other,other,2200,Buffet,Residency Road
44893,1,1,3.9,1943,other,Casual Dining,other,2100,Buffet,Residency Road
44894,0,0,4.6,988,other,other,other,3000,Buffet,Residency Road
44895,1,1,4.5,1142,other,"Casual Dining, Bar",other,1200,Buffet,Residency Road
44896,1,1,4.5,1431,other,"Casual Dining, Bar",Chinese,1700,Buffet,Residency Road
44897,1,1,4.3,772,other,Casual Dining,other,1400,Buffet,Residency Road
44898,0,1,4.3,689,other,other,other,2500,Buffet,Residency Road
44899,1,0,4.0,3286,other,Casual Dining,other,750,Buffet,Residency Road
44900,0,0,4.3,698,other,other,other,3000,Buffet,Residency Road
44901,0,1,3.9,54,other,Casual Dining,other,1500,Buffet,Residency Road
44902,0,1,4.2,341,other,"Casual Dining, Bar",other,1000,Buffet,Residency Road
44903,0,0,4.3,469,other,other,other,1500,Buffet,Residency Road
44904,1,0,4.0,57,Brigade Road,Casual Dining,other,1500,Buffet,Residency Road
44905,0,0,4.0,53,other,other,other,2000,Buffet,Residency Road
44906,0,1,4.3,331,other,Casual Dining,other,1200,Buffet,Residency Road
44907,0,1,4.0,930,Brigade Road,Casual Dining,other,800,Buffet,Residency Road
44908,1,1,4.2,570,other,Casual Dining,other,1200,Buffet,Residency Road
44909,1,0,4.0,167,other,"Casual Dining, Bar",North Indian,1700,Buffet,Residency Road
44910,1,1,4.3,1055,other,Casual Dining,other,1600,Buffet,Residency Road
44911,1,0,3.8,159,other,Casual Dining,other,1300,Buffet,Residency Road
44912,1,1,3.8,200,other,Casual Dining,other,1600,Buffet,Residency Road
44913,0,1,4.1,274,other,other,other,3000,Buffet,Residency Road
44914,1,0,4.1,119,other,Casual Dining,other,1000,Buffet,Residency Road
44915,0,0,3.1,122,other,"Casual Dining, Bar",other,1200,Buffet,Residency Road
44916,0,0,2.8,255,other,Casual Dining,"North Indian, Chinese",1000,Buffet,Residency Road
44917,0,0,2.8,132,Brigade Road,Casual Dining,other,650,Buffet,Residency Road
44918,0,0,3.9,90,other,Casual Dining,other,1400,Buffet,Residency Road
44919,0,0,3.0,108,other,Casual Dining,other,800,Buffet,Residency Road
44920,0,0,3.7,145,other,other,other,1000,Buffet,Residency Road
44921,0,0,3.5,29,other,other,other,2200,Buffet,Residency Road
44922,0,0,2.9,31,other,Casual Dining,other,1000,Buffet,Residency Road
44923,0,1,3.9,105,Brigade Road,Casual Dining,other,1000,Buffet,Residency Road
44924,0,0,3.0,31,other,Casual Dining,"North Indian, Chinese",1000,Buffet,Residency Road
44925,0,0,3.8,23,other,Casual Dining,other,800,Buffet,Residency Road
44926,0,0,3.8,67,other,Casual Dining,South Indian,500,Buffet,Residency Road
44927,0,1,3.8,53,other,Casual Dining,other,1100,Buffet,Residency Road
44928,0,0,3.3,13,other,Casual Dining,"North Indian, Chinese",600,Buffet,Residency Road
44929,0,0,3.5,10,Brigade Road,Casual Dining,other,700,Buffet,Residency Road
44930,0,0,3.8,52,other,Casual Dining,other,1200,Buffet,Residency Road
44931,0,0,2.3,118,other,Casual Dining,other,650,Buffet,Residency Road
44932,0,1,4.3,166,Ulsoor,other,other,2800,Buffet,Residency Road
44933,0,1,4.4,1086,Ulsoor,Casual Dining,other,1600,Buffet,Residency Road
44934,0,1,4.1,329,other,other,other,1300,Buffet,Residency Road
44935,1,1,4.2,476,other,Casual Dining,other,1700,Buffet,Residency Road
44936,1,1,4.0,189,other,"Casual Dining, Bar",other,1300,Buffet,Residency Road
44937,1,1,3.8,91,other,Casual Dining,other,1800,Buffet,Residency Road
44938,0,1,3.8,110,other,Casual Dining,other,1600,Buffet,Residency Road
44939,1,0,3.8,75,other,Casual Dining,other,1000,Buffet,Residency Road
44940,0,1,3.8,21,other,Casual Dining,other,800,Buffet,Residency Road
44941,0,0,3.1,46,other,Casual Dining,other,1000,Buffet,Residency Road
44942,0,1,3.9,158,other,Casual Dining,other,1100,Buffet,Residency Road
44943,1,1,4.3,972,other,Cafe,other,750,Cafes,Residency Road
44944,1,1,4.2,2747,other,Cafe,other,1200,Cafes,Residency Road
44945,1,1,4.2,2859,other,other,other,800,Cafes,Residency Road
44946,0,0,4.3,74,other,Cafe,other,400,Cafes,Residency Road
44947,1,0,3.9,88,other,other,other,400,Cafes,Residency Road
44948,1,0,3.6,123,other,Cafe,other,600,Cafes,Residency Road
44949,0,0,0.0,0,other,Cafe,other,200,Cafes,Residency Road
44950,0,0,3.0,6,other,Cafe,other,900,Cafes,Residency Road
44951,0,0,3.3,9,other,Cafe,Cafe,400,Cafes,Residency Road
44952,0,0,4.6,2295,other,Cafe,other,1100,Cafes,Residency Road
44953,0,0,4.5,3599,other,Cafe,other,900,Cafes,Residency Road
44954,1,1,4.4,726,other,other,other,1700,Cafes,Residency Road
44955,0,1,4.1,1750,other,Cafe,other,1000,Cafes,Residency Road
44956,0,0,4.4,2652,other,Cafe,Cafe,600,Cafes,Residency Road
44957,1,0,4.4,1115,other,other,other,600,Cafes,Residency Road
44958,0,1,4.1,568,other,other,other,2500,Cafes,Residency Road
44959,1,0,4.2,3581,other,Cafe,other,650,Cafes,Residency Road
44960,0,0,4.3,526,other,other,other,1400,Cafes,Residency Road
44961,1,1,4.2,63,other,Cafe,other,800,Cafes,Residency Road
44962,1,0,4.1,119,other,Cafe,other,700,Cafes,Residency Road
44963,0,0,4.3,797,other,other,other,900,Cafes,Residency Road
44964,0,0,4.0,1469,other,other,other,450,Cafes,Residency Road
44965,1,0,4.1,488,other,Cafe,other,700,Cafes,Residency Road
44966,1,0,4.3,1135,other,Cafe,other,800,Cafes,Residency Road
44967,0,0,4.0,30,Brigade Road,Cafe,Cafe,450,Cafes,Residency Road
44968,0,1,3.9,305,other,Cafe,other,750,Cafes,Residency Road
44969,1,0,3.7,97,other,other,other,650,Cafes,Residency Road
44970,0,0,3.9,37,other,Cafe,other,700,Cafes,Residency Road
44971,0,0,4.2,619,Brigade Road,Cafe,other,500,Cafes,Residency Road
44972,1,0,4.2,121,other,other,other,500,Cafes,Residency Road
44973,0,1,3.8,98,other,other,other,1000,Cafes,Residency Road
44974,0,0,4.0,105,other,other,other,1200,Cafes,Residency Road
44975,1,0,3.8,74,Brigade Road,Cafe,other,650,Cafes,Residency Road
44976,0,0,4.0,33,other,Cafe,Cafe,800,Cafes,Residency Road
44977,1,0,3.7,70,other,other,other,500,Cafes,Residency Road
44978,0,0,3.8,23,other,other,other,350,Cafes,Residency Road
44979,0,0,3.6,8,Brigade Road,Quick Bites,other,800,Cafes,Residency Road
44980,0,1,3.9,317,other,Cafe,other,800,Cafes,Residency Road
44981,0,0,3.7,35,other,Cafe,Cafe,300,Cafes,Residency Road
44982,0,0,3.7,145,other,other,other,1000,Cafes,Residency Road
44983,0,0,2.9,12,other,Cafe,other,700,Cafes,Residency Road
44984,0,0,3.7,16,other,Cafe,Cafe,250,Cafes,Residency Road
44985,0,0,3.9,74,other,Cafe,other,500,Cafes,Residency Road
44986,0,0,2.8,46,Brigade Road,Cafe,other,700,Cafes,Residency Road
44987,0,0,0.0,0,other,other,other,1000,Cafes,Residency Road
44988,0,0,3.7,50,other,Cafe,other,550,Cafes,Residency Road
44989,0,0,3.2,7,Brigade Road,Cafe,Cafe,600,Cafes,Residency Road
44990,0,0,2.9,8,other,Cafe,other,500,Cafes,Residency Road
44991,0,0,3.6,7,other,other,other,200,Cafes,Residency Road
44992,0,0,3.2,10,other,Cafe,Cafe,400,Cafes,Residency Road
44993,0,0,0.0,0,Brigade Road,Cafe,other,400,Cafes,Residency Road
44994,1,0,0.0,0,other,Quick Bites,other,600,Cafes,Residency Road
44995,0,0,3.232387726934919,0,other,Cafe,other,400,Cafes,Residency Road
44996,1,0,3.8,263,other,Cafe,Cafe,700,Cafes,Residency Road
44997,0,0,3.6,104,Brigade Road,Cafe,other,800,Cafes,Residency Road
44998,0,0,3.6,47,Brigade Road,Cafe,Cafe,350,Cafes,Residency Road
44999,0,0,3.232387726934919,0,other,Cafe,other,800,Cafes,Residency Road
45000,1,1,4.6,4841,other,other,other,1300,Cafes,Residency Road
45001,1,0,4.3,658,other,other,other,750,Cafes,Residency Road
45002,0,0,4.0,38,other,other,other,1100,Cafes,Residency Road
45003,0,0,4.3,167,Ulsoor,Cafe,other,750,Cafes,Residency Road
45004,1,1,4.2,864,other,other,other,1000,Cafes,Residency Road
45005,1,0,4.2,745,other,Cafe,other,750,Cafes,Residency Road
45006,1,0,3.232387726934919,0,other,other,other,600,Cafes,Residency Road
45007,0,1,3.8,25,Ulsoor,Cafe,other,2200,Cafes,Residency Road
45008,1,0,3.5,20,other,Cafe,other,500,Cafes,Residency Road
45009,0,0,4.2,116,Ulsoor,other,other,1000,Cafes,Residency Road
45010,0,0,3.8,99,Ulsoor,Cafe,other,600,Cafes,Residency Road
45011,1,0,3.6,11,other,Cafe,Cafe,50,Cafes,Residency Road
45012,0,0,0.0,0,other,Cafe,Cafe,1000,Cafes,Residency Road
45013,1,0,3.2,5,other,other,other,400,Cafes,Residency Road
45014,0,0,3.3,6,other,Cafe,Cafe,400,Cafes,Residency Road
45015,1,0,0.0,0,other,"Takeaway, Delivery",other,200,Cafes,Residency Road
45016,0,0,0.0,0,Ulsoor,Cafe,other,1000,Cafes,Residency Road
45017,0,0,3.1,10,other,Cafe,Cafe,200,Cafes,Residency Road
45018,0,0,3.6,12,other,Cafe,other,800,Cafes,Residency Road
45019,1,0,4.4,882,Indiranagar,Delivery,other,500,Delivery,Residency Road
45020,1,0,3.6,385,other,Delivery,other,450,Delivery,Residency Road
45021,1,0,4.0,496,Indiranagar,Quick Bites,Biryani,300,Delivery,Residency Road
45022,1,0,4.2,288,other,Quick Bites,other,500,Delivery,Residency Road
45023,1,0,4.3,295,other,"Takeaway, Delivery",other,500,Delivery,Residency Road
45024,1,0,3.6,60,Brigade Road,Quick Bites,other,150,Delivery,Residency Road
45025,1,0,3.6,133,other,other,other,150,Delivery,Residency Road
45026,1,0,3.2,122,Ulsoor,Quick Bites,"North Indian, Chinese",300,Delivery,Residency Road
45027,1,0,4.0,115,other,Delivery,Biryani,650,Delivery,Residency Road
45028,1,0,3.4,87,other,"Takeaway, Delivery",North Indian,200,Delivery,Residency Road
45029,1,0,3.3,89,Ulsoor,Quick Bites,other,350,Delivery,Residency Road
45030,1,0,3.4,360,other,Quick Bites,North Indian,350,Delivery,Residency Road
45031,1,0,3.4,70,other,Quick Bites,Biryani,400,Delivery,Residency Road
45032,1,0,4.2,385,Ulsoor,Cafe,other,500,Delivery,Residency Road
45033,1,0,4.2,69,other,Quick Bites,other,500,Delivery,Residency Road
45034,1,0,3.6,112,other,Quick Bites,other,500,Delivery,Residency Road
45035,1,0,3.9,376,other,other,"Mithai, Street Food",200,Delivery,Residency Road
45036,1,0,4.2,3581,other,Cafe,other,650,Delivery,Residency Road
45037,1,0,3.3,9,other,Quick Bites,other,300,Delivery,Residency Road
45038,1,0,3.8,93,other,Quick Bites,other,300,Delivery,Residency Road
45039,1,0,4.4,638,other,Dessert Parlor,"Ice Cream, Desserts",400,Delivery,Residency Road
45040,1,0,4.3,30,other,"Takeaway, Delivery",other,600,Delivery,Residency Road
45041,1,0,4.0,3286,other,Casual Dining,other,750,Delivery,Residency Road
45042,1,0,3.3,262,other,Casual Dining,"North Indian, Chinese",500,Delivery,Residency Road
45043,1,0,4.0,1087,Brigade Road,other,other,550,Delivery,Residency Road
45044,1,0,4.0,114,other,Delivery,other,500,Delivery,Residency Road
45045,1,0,3.5,57,other,Quick Bites,other,150,Delivery,Residency Road
45046,1,0,3.8,50,other,Quick Bites,North Indian,350,Delivery,Residency Road
45047,1,1,4.2,570,other,Casual Dining,other,1200,Delivery,Residency Road
45048,1,0,3.9,116,Ulsoor,Quick Bites,North Indian,150,Delivery,Residency Road
45049,1,0,4.0,208,Ulsoor,Quick Bites,other,250,Delivery,Residency Road
45050,1,0,4.0,152,other,Casual Dining,North Indian,600,Delivery,Residency Road
45051,1,0,4.3,2162,other,Casual Dining,other,600,Delivery,Residency Road
45052,1,0,3.9,106,other,Delivery,other,800,Delivery,Residency Road
45053,1,0,3.8,236,other,Quick Bites,other,750,Delivery,Residency Road
45054,1,0,3.6,30,other,Quick Bites,Biryani,300,Delivery,Residency Road
45055,1,0,3.7,28,other,Quick Bites,other,350,Delivery,Residency Road
45056,1,0,3.7,82,Ulsoor,Quick Bites,other,300,Delivery,Residency Road
45057,1,0,3.6,212,other,Quick Bites,other,400,Delivery,Residency Road
45058,1,0,4.0,631,other,other,other,450,Delivery,Residency Road
45059,0,0,3.2,6,other,Quick Bites,North Indian,100,Delivery,Residency Road
45060,1,0,3.7,80,Ulsoor,Quick Bites,"North Indian, South Indian",300,Delivery,Residency Road
45061,1,0,3.8,79,other,Quick Bites,North Indian,300,Delivery,Residency Road
45062,1,1,3.3,60,other,Quick Bites,other,400,Delivery,Residency Road
45063,1,0,3.6,11,other,"Takeaway, Delivery",other,500,Delivery,Residency Road
45064,0,0,4.3,1796,other,Casual Dining,other,800,Delivery,Residency Road
45065,1,0,3.5,30,Ulsoor,Quick Bites,other,300,Delivery,Residency Road
45066,1,0,3.6,44,Ulsoor,Quick Bites,South Indian,100,Delivery,Residency Road
45067,1,0,4.3,152,Ulsoor,Casual Dining,other,650,Delivery,Residency Road
45068,0,0,3.7,45,other,Casual Dining,other,900,Delivery,Residency Road
45069,1,0,2.9,75,other,Casual Dining,North Indian,500,Delivery,Residency Road
45070,1,0,3.4,9,other,Quick Bites,South Indian,150,Delivery,Residency Road
45071,1,0,4.0,661,other,Quick Bites,other,600,Delivery,Residency Road
45072,1,1,4.4,3727,other,other,other,1300,Delivery,Residency Road
45073,1,0,3.3,82,other,"Takeaway, Delivery",other,400,Delivery,Residency Road
45074,1,1,3.8,197,other,Casual Dining,other,800,Delivery,Residency Road
45075,1,0,4.9,1749,Brigade Road,Dessert Parlor,Desserts,400,Delivery,Residency Road
45076,1,0,4.1,54,other,Casual Dining,other,550,Delivery,Residency Road
45077,1,0,4.0,180,Ulsoor,Casual Dining,other,750,Delivery,Residency Road
45078,1,1,4.3,772,other,Casual Dining,other,1400,Delivery,Residency Road
45079,1,0,4.6,2521,other,Casual Dining,other,1600,Delivery,Residency Road
45080,1,0,3.2,40,other,other,other,400,Delivery,Residency Road
45081,1,0,3.3,11,other,Delivery,other,450,Delivery,Residency Road
45082,1,0,3.0,41,Indiranagar,Delivery,other,400,Delivery,Residency Road
45083,1,0,3.9,56,other,Quick Bites,other,400,Delivery,Residency Road
45084,1,0,3.5,18,Ulsoor,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,Residency Road
45085,1,0,3.3,69,Brigade Road,Quick Bites,other,500,Delivery,Residency Road
45086,1,0,3.0,165,other,Quick Bites,other,350,Delivery,Residency Road
45087,1,0,3.8,77,other,Quick Bites,other,500,Delivery,Residency Road
45088,1,0,3.7,70,other,other,other,500,Delivery,Residency Road
45089,1,0,0.0,0,other,other,Desserts,200,Delivery,Residency Road
45090,1,1,4.2,4752,other,Casual Dining,other,1500,Delivery,Residency Road
45091,1,0,4.2,93,Brigade Road,Quick Bites,other,300,Delivery,Residency Road
45092,1,0,3.6,20,other,Quick Bites,South Indian,200,Delivery,Residency Road
45093,1,1,4.6,4841,other,other,other,1300,Delivery,Residency Road
45094,0,0,3.8,62,other,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Residency Road
45095,1,0,4.0,70,other,Delivery,other,600,Delivery,Residency Road
45096,1,0,4.0,280,other,Casual Dining,other,600,Delivery,Residency Road
